Date	AAPL	AMZN	EXC	NDAQ	RGLD	Portfolio Val
2015-07-01	2500.0	2500.0	1000.0	3000.0	1000.0	10000.0
2015-07-02	2496.8404423380584	2501.829031299298	1010.0850929719662	3025.867378361742	1020.8026208026184	10055.424565773683
2015-07-06	2488.151658767617	2492.2837742060865	1006.6183422628561	3003.0794498049668	1038.9025389025248	10029.035763944052
2015-07-07	2482.0300157976317	2496.170465717095	1032.7765521588472	3008.006569492951	1009.5004095003997	10028.484012666926
2015-07-08	2420.4186413901894	2456.046091588742	1027.418846517517	2947.6493533155744	1011.7117117117064	9863.244644523731
2015-07-09	2371.0505529225115	2482.85283156908	1024.2672549637714	3031.410388010668	1014.7420147420046	9924.323042208038
2015-07-10	2434.4391785148214	2534.9802235990765	1032.1462338481188	3109.0125230958924	996.5601965601973	10107.138355618106
2015-07-13	2481.4375987361464	2603.9118406913735	1030.5704380712286	3121.3303223157573	1007.3710073709939	10244.621207185499
2015-07-14	2480.450236966661	2661.0690687944398	1032.7765521588472	3150.8930404434714	994.7583947583951	10319.947293121815
2015-07-15	2504.3443917851178	2636.034202885297	1035.2978254018303	3155.2042701704504	970.1883701883703	10301.069060431066
2015-07-16	2537.7172195891917	2717.7118818445783	1058.6196028994743	3194.6212276740043	965.9295659295587	10474.599497936808
2015-07-17	2559.636650868884	2760.751274606187	1055.4680113457284	3192.7735577910503	931.2039312039276	10499.833425815776
2015-07-20	2608.017377567076	2789.844303710647	1052.3164197920169	3187.23054814206	838.9844389844259	10476.393088196226
2015-07-21	2581.9510268561635	2789.2727314296167	1033.0917113142116	3153.972490248437	840.2948402948399	10398.58280014327
2015-07-22	2472.748815165705	2790.8159765883993	1033.0917113142116	3185.9987682201117	835.2170352170364	10317.872306505464
2015-07-23	2471.5639810425287	2756.007224673632	984.5572013867038	3173.680969000247	804.9140049140015	10190.723381017113
2015-07-24	2458.5308056871754	3026.017970232516	974.1569492593733	3195.853007596016	838.0016380016323	10492.560370776711
2015-07-27	2424.3680884675127	3037.3922586250255	965.3324929089327	3151.508930404478	821.9492219492138	10400.550992355164
2015-07-28	2436.4139020535863	3006.6416699055762	976.9933816577548	3118.8667624717973	827.8460278460257	10366.761743934741
2015-07-29	2428.7124802526305	3023.6173666521872	981.4056098329921	3140.422911106561	836.5274365274335	10410.685804371804
2015-07-30	2416.4691943126595	3067.9713756601664	997.4787267570172	3140.422911106561	815.5610155610134	10437.903223397418
2015-07-31	2395.339652448556	3064.484784745879	1011.3457295934579	3142.8864709505206	825.8804258804217	10439.937063618834
2015-08-03	2338.8625592416133	3058.0831751983355	1022.6914591869155	3140.422911106561	810.4832104832101	10370.543315216635
2015-08-04	2263.823064770818	3040.1929628020757	1000.6303183107631	3164.442619585349	813.2678132678059	10282.356778736812
2015-08-05	2278.8309636649356	3069.400306362743	1000.0	3231.574625333598	802.9484029483975	10382.754298309674
2015-08-06	2283.7677725117446	3026.2465991449285	1008.1941380397118	3250.667214124402	805.241605241605	10374.117329062392
2015-08-07	2291.5039788114464	2987.151055122431	1022.3763000315167	3259.9055635393643	821.9492219492138	10382.886119453971
2015-08-10	2374.8169697307726	2995.038752600654	1014.1821619918051	3298.090741120971	852.9074529074387	10535.03607835164
2015-08-11	2251.236033200432	3014.815153524315	1011.3457295934579	3283.309382057082	863.3906633906487	10424.096961765936
2015-08-12	2285.9497794168524	3005.955783168339	1040.025212732432	3266.680353110239	895.1678951678824	10493.779023595745
2015-08-13	2284.164501039871	3027.389743706989	1041.9340996325277	3303.0178608088913	868.1408681408653	10524.647073329144
2015-08-14	2300.2320064314645	3038.02098813416	1052.4329775830206	3341.818928351504	869.9426699426679	10602.447570442817
2015-08-17	2324.035718122759	3059.169162532294	1062.9318555335135	3336.2759187025777	904.8321048321006	10687.244759723246
2015-08-18	2310.9436766925264	3058.0260179702323	1068.9766640504838	3344.8983781564693	894.1850941850889	10677.029831054802
2015-08-19	2281.387401342574	3046.0230000685883	1087.4292374180081	3327.6534592486214	908.9271089270934	10651.420207004883
2015-08-20	2234.573435016443	2948.0555110999335	1075.339620384102	3267.912133032251	926.1261261261244	10452.006825658853
2015-08-21	2097.90045705587	2826.2534580123006	1049.8877950495596	3174.912748922195	900.2457002456858	10049.20015928561
2015-08-24	2045.532291335124	2648.4944786117653	1038.4344736490189	3057.27776637241	828.3374283374139	9618.076438305732
2015-08-25	2057.8308757089394	2665.6416470426852	967.1693627123474	3008.006569492951	801.6380016380004	9500.286456594924
2015-08-26	2175.857612844665	2862.262511717232	1000.256735647239	3060.3572161773754	775.5937755937771	9874.327851980288
2015-08-27	2239.929270146974	2962.859233178628	1009.1648745143187	3159.515499897364	786.5683865683754	10158.03726430566
2015-08-28	2247.2687479185497	2960.8015729669173	998.9841443805086	3171.2174091562224	801.6380016380004	10179.9098760602
2015-08-31	2236.7554419215508	2931.5370721781474	978.6226841128881	3152.7407103264254	788.206388206376	10087.862296745387
2015-09-01	2136.7798528182357	2838.085004229635	953.1708587783455	3080.6815848901915	776.7403767403724	9785.45767745678
2015-09-02	2228.424142829659	2918.16228080203	953.1708587783455	3127.48922192569	780.9991809991669	10008.245685334892
2015-09-03	2189.346382803024	2884.839616817943	962.7152932787902	3150.2771504824664	757.903357903358	9945.081801285582
2015-09-04	2167.5263137527736	2852.145682342989	945.5353111779963	3097.9265037980404	751.0237510237524	9814.157562095552
2015-09-08	2227.8290500372636	2958.1151832460732	963.6697367288383	3200.1642373229306	738.2473382473349	10088.025545582439
2015-09-09	2184.982368993015	2954.399963419374	947.7623458947405	3153.356600287432	730.8763308763241	9971.377609470886
2015-09-10	2232.986520903731	2984.9790804545146	946.4897546280099	3176.875255991242	725.3071253071156	10066.637737284613
2015-09-11	2265.5182602150444	3026.1322846887224	944.8990155446312	3202.869559663891	724.6519246519255	10164.071044764214
2015-09-14	2287.3383292655008	2980.063558837651	959.5338151119639	3179.3509039600804	731.2039312039276	10137.490538379123
2015-09-15	2306.5796628825174	2985.7221244198545	970.0326930624568	3201.6317356795034	731.8591318591176	10195.82534790345
2015-09-16	2309.1583983157516	3014.415052927593	988.167118613333	3208.439767593762	776.9041769041742	10297.084514354614
2015-09-17	2259.7656965563865	3080.0315507899127	1004.3926572640792	3153.356600287432	789.1891891891865	10286.735694086998
2015-09-18	2250.442576143973	3087.976405496239	983.3949013630933	3123.6488246615563	783.1285831285728	10228.591290793434
2015-09-21	2285.3546866244565	3134.445231944032	970.9871365125045	3166.9726641159496	772.4815724815609	10330.241291678505
2015-09-22	2249.450754823451	3077.345161069069	905.4486862760865	3158.9268082173035	754.4635544635553	10145.634964849465
2015-09-23	2267.7002671201517	3064.0275269210547	923.2649640102459	3217.1045354846024	766.2571662571623	10238.354459793218
2015-09-24	2281.189037078511	3050.767050001143	924.8557030936589	3214.6288875157634	805.0778050778033	10276.518482766878
2015-09-25	2275.436473419853	2996.4676833032304	938.5360592109784	3309.9413343154547	781.4905814905721	10301.872131740089
2015-09-28	2230.4077854704974	2881.0672397631406	928.9916247105333	3219.5801834534414	752.4979524979512	10012.544785895565
2015-09-29	2163.360664206828	2835.3986145087906	927.4008856271201	3206.583031617117	759.8689598689621	9892.612155828818
2015-09-30	2181.0150837111323	2924.5638903495737	944.8990155446312	3300.6576544323566	773.1367731367677	10124.272417174461
2015-10-01	2173.6756059397635	2976.2911817828485	928.9916247105333	3256.7149029857696	760.1359632010934	10095.809278620009
2015-10-02	2189.5447470672934	3043.8510254006724	948.7167893447885	3257.3338149779634	799.1383930081169	10238.584769798836
2015-10-05	2197.4793176310586	3107.5241775074874	963.9878845455208	3320.4628381829402	814.7722783738054	10404.226496240812
2015-10-06	2207.992623627851	3072.086696083587	961.1245541953771	3303.7522143933893	823.1652063069679	10368.121294607174
2015-10-07	2197.4793176310586	3097.5788198175546	958.5793716619161	3296.3252704869365	826.6211178088435	10376.58389740631
2015-10-08	2172.0886918270517	3047.3947735430625	982.4404579130454	3328.5086940815872	815.9242488744418	10346.356866239188
2015-10-09	2224.060129019444	3085.3471730034976	980.5315710129497	3285.8037666194514	830.2415965251148	10405.984236180457
2015-10-12	2213.7451872867146	3144.733533002584	987.2126751632851	3350.1706138088157	806.7084848694009	10502.570494130801
2015-10-13	2217.514108304534	3137.360250577288	973.2141712292831	3317.987190214101	811.81006851505	10457.885788840254
2015-10-14	2186.1725545776007	3114.0972587393408	966.8512148956647	3321.700662167327	866.117249259004	10454.938939638938
2015-10-15	2218.9026581531825	3214.7511374288397	984.9856404465065	3398.445749200823	868.7503246890179	10685.835509918368
2015-10-16	2202.63678849732	3262.30595121059	969.078249612409	3402.1592211541133	847.6857212489391	10683.865931723372
2015-10-19	2216.3239227199488	3275.966528727223	960.1701107453292	3431.248084787731	821.5195341632111	10705.228181143444
2015-10-20	2256.7902325950263	3205.834609844761	972.8960234126005	3455.385652483734	828.4313571669792	10719.3378755031
2015-10-21	2256.591868330963	3176.6272662840943	969.078249612409	3420.107668928051	807.0376192981421	10629.44267245366
2015-10-22	2291.10725028332	3223.15324995999	986.5763795299198	3657.7698739349894	842.4195703889109	11001.02632409713
2015-10-23	2362.1216568288723	3423.8894350579576	949.989380611519	3634.25121823118	850.3187966789363	11220.570487408464
2015-10-26	2286.743236473105	3478.6460595806943	928.0371812604855	3614.446034480596	831.0644325969932	11138.936944391875
2015-10-27	2272.26264519443	3492.3637943254303	908.3120166262303	3648.4861940518913	833.0392391695079	11154.463889367491
2015-10-28	2365.8905778466915	3527.172546240198	908.6301644429129	3668.9102897946686	820.5321308769536	11291.135709201426
2015-10-29	2390.8844751223655	3581.1861267975946	909.5846078929608	3665.196817841442	793.8722421481056	11340.72426980247
2015-10-30	2370.4529559207635	3577.4709069708956	888.2687041752924	3582.8815228781395	787.2895535730788	11206.363643518169
2015-11-02	2403.7781522885352	3591.4744278561466	902.5853559259428	3693.0478574907365	794.2013765768469	11385.087170138208
2015-11-03	2431.350784997443	3574.098630512814	907.0394253594997	3670.1481137791206	783.8336420711864	11366.470596720063
2015-11-04	2420.0440219441916	3663.4925352660102	925.8101465437069	3599.5921466676905	772.8076387080098	11381.746489129608
2015-11-05	2408.935623155003	3747.5136605775165	914.356825143166	3628.0620983091144	662.5476050763283	11361.415812261128
2015-11-06	2411.7246653915545	3768.7761494318574	893.677217058863	3604.5434426053043	584.3781782479025	11263.09965273548
2015-11-09	2401.963017563625	3746.599144927868	916.5838598599446	3569.8843710418155	629.9632966299528	11264.993690023206
2015-11-10	2326.2604425719	3770.548023503052	924.2194074602937	3624.9675383480817	622.5577719830475	11268.553183866374
2015-11-11	2313.1121005996456	3848.110382038913	928.3999406186252	3620.0162424104683	622.0640703399274	11331.702736007579
2015-11-12	2305.3426257979713	3804.3851025400677	918.4309769334285	3571.741107018396	594.910479967942	11194.810292257805
2015-11-13	2238.0071775159004	3671.494547200439	911.3562285116473	3502.4229638913544	603.4679751154836	10926.748892234826
2015-11-16	2274.5635525447483	3702.702393744713	921.3251921968783	3542.652243384779	601.9868701861059	11043.230252057223
2015-11-17	2264.901513368183	3676.9244838702302	890.4535627200922	3562.457427135298	576.8080863866185	10971.545073480422
2015-11-18	2336.6197423076032	3792.610713550836	904.2814800899001	3632.3944822545345	598.0372570410764	11263.94367524395
2015-11-19	2366.303120396437	3779.63602277144	905.567797984782	3673.861585732347	604.7845128304821	11330.153039715487
2015-11-20	2376.6624201321406	3820.6749125494416	900.4225264053234	3711.615217256869	586.6821192491585	11396.057195592934
2015-11-23	2345.7837382277594	3880.9186309700726	889.8104037726856	3665.8157298336364	587.6695225354159	11369.99802533957
2015-11-24	2368.2952934226923	3836.107364137269	893.3477779835421	3620.0162424104683	593.1002406098063	11310.86691856378
2015-11-25	2351.361822700862	3860.0562427124537	890.7751421938128	3617.540594441629	593.5939422529434	11313.327744301701
2015-11-27	2346.979042043306	3848.1675392670154	888.2025064040835	3643.534898114278	588.4923586072944	11315.376344435977
2015-11-30	2356.740689871236	3799.812524291822	878.2335427188867	3628.0620983091144	591.6191356804287	11254.467990871486
2015-12-01	2337.615828820628	3881.3187315667933	895.598834299551	3634.25121823118	606.2656177598597	11355.05023067801
2015-12-02	2316.498794744177	3863.885776995359	879.1982811400482	3621.254066394855	599.682929184833	11280.519848459273
2015-12-03	2294.983326062268	3808.1003223667662	872.7666916657078	3526.5605315874222	605.1136472592402	11107.524518941405
2015-12-04	2371.2835529617664	3844.6237911246258	858.9387742959342	3647.867282059698	636.7105524193587	11359.423952861383
2015-12-07	2356.3422552659854	3828.5626100276645	860.5466716645021	3607.0190905741433	630.2924310587109	11282.763058591006
2015-12-08	2355.3461687529602	3871.430531104964	853.4719232427551	3584.738258854721	616.633352265537	11281.620234220938
2015-12-09	2303.350452771922	3799.7553670637185	854.4366616638821	3494.377107992708	606.759319402997	11058.678908895228
2015-12-10	2314.3074044153987	3785.637531722262	851.5424464004667	3478.904308187544	605.1136472592402	11035.505337984912
2015-12-11	2254.741430935209	3658.9199570177643	834.1771548197682	3410.5198418007258	621.7349359111693	10780.093320484637
2015-12-14	2240.796219752452	3760.4311941288092	818.7413400813924	3486.3644317934136	577.6309224584968	10883.964108214563
2015-12-15	2201.151976533166	3764.603671780333	824.8513500820123	3529.2601425269404	582.5679388897668	10902.435079812218
2015-12-16	2218.0854472549963	3862.5140035208856	850.2561285055848	3536.72026613281	603.4679751154836	11071.043820529761
2015-12-17	2171.070163839081	3833.2495027321156	855.4014000850435	3486.3644317934136	585.36558153416	10931.451079983815
2015-12-18	2112.3010595693927	3796.04014723702	865.0487842965198	3477.0392772861087	594.910479967942	10845.339748356984
2015-12-21	2138.199308908445	3798.154964676833	882.0924964034978	3510.6098335123943	589.3151946791726	10918.371798180342
2015-12-22	2136.2071358823955	3790.381581654816	884.9867116669476	3606.3480864539397	599.1892275417129	11017.11274319981
2015-12-23	2163.699123642658	3793.5252292004852	893.6693574572625	3604.4830555524404	613.0128735492656	11068.38963940211
2015-12-24	2152.1445200912017	3788.323921443106	892.3830395624151	3605.1047325196278	625.5199818418199	11063.476195458172
2015-12-28	2128.03922647547	3859.256041519011	892.7046190361356	3674.7325528407578	606.5947521886179	11161.327192059991
2015-12-29	2166.2889485764804	3966.5401586684657	898.814629036721	3691.5178309538683	611.3672014055088	11334.528768641045
2015-12-30	2138.0000916059225	3938.5331168979633	890.4535627200922	3669.1374601363873	591.2900012516875	11227.414232612053
2015-12-31	2096.9613272683605	3863.199890258122	893.0261985098216	3616.2949179283682	600.1766308279703	11069.658964792641
2016-01-04	2098.7542829918875	3640.8582729371956	899.457787984162	3514.961572282453	611.8609030486462	10765.892819244344
2016-01-05	2046.1609151029104	3622.5679599442146	905.567797984782	3568.4257914575956	600.5057652567114	10743.228229746215
2016-01-06	2006.1182372783942	3616.0520359404654	906.532536405909	3557.8572830159787	613.0128735492656	10699.572966190013
2016-01-07	1921.4508836693244	3474.8165252977897	895.2772548258647	3549.775482442986	641.4942928497678	10482.814439085732
2016-01-08	1931.610966102402	3469.729531996616	894.634095878424	3469.579153680304	622.4514834337359	10388.005231091482
2016-01-11	1962.8880826121165	3530.830608838794	902.3520032476118	3560.965667851726	553.7317798889162	10510.768142439163
2016-01-12	1991.3761568852797	3531.6879672603395	898.4930495630007	3579.615976866336	513.6590852916901	10514.832235866646
2016-01-13	1940.1773101146198	3325.464688264478	885.6298706143542	3464.6057379430567	509.3537544671998	10125.231361403708
2016-01-14	1982.610595570457	3389.423626511809	897.5283111418736	3574.020884161966	483.5217695202248	10327.10518690633
2016-01-15	1934.997660246768	3258.9908319806123	883.0572348246249	3511.8531874467058	469.94341845835544	10058.842332957067
2016-01-19	1925.6344470241306	3283.5684400649307	888.8456653515245	3572.7775302276536	448.41676433587054	10119.242847004109
2016-01-20	1928.2242719580563	3268.078831249	861.189830611943	3500.0413250707775	419.43857609407775	9976.972834983855
2016-01-21	1918.462624130189	3286.654930382496	881.7709169297774	3467.7141227788034	427.05569986049386	9981.658294081759
2016-01-22	2020.4618830662782	3408.7427696106447	901.3872648264504	3588.9411313736414	437.81902692172775	10357.352075798743
2016-01-25	1981.0168571495765	3409.6001280321907	873.4098506131487	3518.6916340853872	451.72855727779654	10234.4470271581
2016-01-26	1991.9738087931153	3436.578339696838	895.2772548258647	3638.675288745849	477.89172151895406	10440.39641358062
2016-01-27	1861.088040978632	3334.2669013923505	902.0304237738914	3624.3767185013617	498.42483775885773	10220.186922405093
2016-01-28	1874.435600253471	3631.484487528293	923.2546690391667	3661.0556595633943	476.2358250479911	10566.466241432317
2016-01-29	1939.1812236015746	3355.129289649969	950.910503778748	3854.3971963479207	493.29155869887757	10592.909772077091
2016-02-01	1921.0524490641146	3285.4546285923316	964.7384211485559	3838.2335952019334	511.34083023234524	10520.819924239282
2016-02-02	1882.2050750552278	3155.6505635702692	969.2405337805736	3874.2908592968415	493.62273799307695	10375.00976969599
2016-02-03	1919.4587106432343	3035.448912869522	1016.5127164168622	3829.5301176618163	527.4030260006506	10328.353483592085
2016-02-04	1934.798442944163	3065.113514255013	1037.0938027346965	3720.736648410031	595.129191662906	10352.871600006809
2016-02-05	1883.1237019214227	2870.035894739249	1057.9964685262516	3692.7611848881797	649.4425959103834	10153.359845985487
2016-02-08	1902.9523816162	2789.844303710647	1040.631176945553	3743.117019227576	678.2551945050851	10154.800076005062
2016-02-09	1902.551802228434	2755.3784951644984	1027.1248390494998	3822.6916710231344	631.0621450827332	10138.8089525483
2016-02-10	1888.1309442685904	2803.4477239991775	1010.7242858899629	3784.7693760267907	645.9652133213662	10133.037543505887
2016-02-11	1876.7144317170637	2879.695466288667	984.4168735644203	3728.1967720159005	669.810122503179	10138.833666089231
2016-02-12	1882.5228328397634	2898.328722650266	989.2886165876815	3811.5014856143944	691.1711869785557	10272.812844670661
2016-02-16	1935.5996017197158	2978.4631564507654	1007.4764572077999	3833.2601794647508	659.3779747361443	10414.177369579176
2016-02-17	1965.2424764149146	3052.767552984751	1009.7499372853106	3914.0781851946217	687.6938043895555	10629.531956269153
2016-02-18	1927.9885933520177	3000.7544754109604	1021.4421205411036	3909.104769457375	733.7277262822349	10593.017685043693
2016-02-19	1923.5822200865093	3057.3401312329956	1014.621680308572	3912.213154293122	717.8311201610206	10625.58830608222
2016-02-22	1940.40655437299	3197.9469123665376	1029.2369093782872	3950.7571262565893	735.3836227531808	10853.731125127586
2016-02-23	1896.5431114118412	3160.451770730927	1012.9977659674732	3925.268370603362	733.3965469880353	10728.657565701638
2016-02-24	1924.783958249828	3166.739065822264	1031.1856065875918	3957.5955728952717	742.172798284124	10822.47700183908
2016-02-25	1938.003078046353	3173.0835181417046	1038.6556125565696	4010.438115103291	736.7083399299613	10896.888663777878
2016-02-26	1941.0074234546496	3173.540775966529	1030.5360408511797	3969.4074352712	742.172798284124	10856.664473827683
2016-02-29	1936.6010501891412	3158.051167150598	1022.7412520139617	3934.5935251106666	767.8391935839909	10819.826188048359
2016-03-01	2013.5122926415925	3309.6321360799284	1031.835172324038	3995.5178678916154	744.9878222847593	11095.485291221934
2016-03-02	2017.9186659070801	3316.319531767988	1049.6982300759505	4009.194761168979	776.1186759387889	11169.249864858786
2016-03-03	2032.9403929485832	3300.772765723954	1074.3817280603946	4053.3338258368167	819.3375738308329	11280.766286400582
2016-03-04	2063.184136725483	3287.3408171197334	1083.475648370471	4037.170224690894	803.1097884154364	11274.280615322017
2016-03-07	2040.3511116223879	3216.8087976405495	1101.663488990589	3993.6528369901803	831.5912077159386	11184.067442959646
2016-03-08	2023.5267773359074	3202.290861702371	1111.7317579053179	4032.8184859207718	795.1614853548377	11165.529368219206
2016-03-09	2025.329384580885	3197.775440682229	1109.7830606960133	4063.902334278433	795.9894335903108	11192.77965382787
2016-03-10	2026.3308330503312	3194.688950364663	1127.9709013161316	4054.577179771128	825.9611597146849	11229.52902421694
2016-03-11	2048.1624096839587	3255.7328699787377	1127.9709013161316	4117.608162556595	822.4837771256676	11371.958120661091
2016-03-14	2053.369941724999	3277.223987745491	1125.3726383704154	4170.654039158156	780.0928274690966	11406.713434468156
2016-03-15	2094.629618665577	3298.0863760031093	1120.5008953471538	4183.759491024419	788.0411305296952	11485.017511569953
2016-03-16	2122.46988611588	3282.368138274766	1129.5948156572304	4156.924518155383	837.2212557172093	11528.578613920468
2016-03-17	2119.0649613198175	3197.6039689979198	1133.8169929440455	4109.49526378222	844.0104312481355	11403.991618292139
2016-03-18	2121.4684376464133	3155.536249114063	1131.5435128665347	4025.869999492627	855.9328858390419	11290.35108495868
2016-03-21	2121.268147952479	3166.3961224536456	1132.842644339393	4010.892340216897	865.5370853706205	11296.936340333035
2016-03-22	2137.4916131574655	3203.5483207206385	1136.7400387580021	4082.6602909131843	855.6017065448596	11416.041970094151
2016-03-23	2125.6745212180076	3255.8471844349433	1127.6461184479258	4096.389811915958	814.3698844179609	11419.927520434796
2016-03-24	2116.4611952992873	3331.9806122682276	1146.8083076726964	3995.290611804659	831.094438774648	11421.635165819518
2016-03-28	2106.847289992697	3314.3761860124832	1141.9365646494696	4036.4791748129774	819.6687531250323	11419.307968592659
2016-03-29	2156.719423770439	3394.3391481286726	1159.1500566649356	4092.0213279605146	861.5629338403128	11663.792890364874
2016-03-30	2194.3738862210607	3421.9460893024534	1150.7057020913055	4067.058562500945	864.5435474880393	11698.627787603804
2016-03-31	2182.9573736696784	3393.081689110405	1164.6713654246091	4142.570928016164	853.0673057072169	11736.348661928074
2016-04-01	2202.986343058184	3420.8601019684947	1158.1757080602836	4124.472923057949	857.7243313574041	11764.219407502314
2016-04-04	2225.6190784674263	3390.5096138457675	1153.303965037022	4090.773189687559	831.1127562134986	11691.318603251273
2016-04-05	2199.3811285683933	3350.2137680331057	1123.7487240293167	4055.2012489076383	857.5580090127582	11586.102878551212
2016-04-06	2222.414443365298	3441.3223896293925	1114.3300208510343	4053.3290414981725	835.7697818636858	11667.165677207584
2016-04-07	2173.944337444686	3380.449941699627	1115.629152323927	4010.268271080388	858.3896207360048	11538.681323284633
2016-04-08	2176.347813771282	3398.5687830082993	1126.9965527114796	3972.2000537545555	877.3503680260458	11551.463571271663
2016-04-11	2183.5582427512754	3406.1706943460067	1121.8000268200124	4011.5164093534077	925.4175256297491	11648.462898900452
2016-04-12	2211.9993792831765	3447.5525274926267	1139.3383017037188	3940.9965969300774	930.240873624582	11670.12767903418
2016-04-13	2244.0457303050744	3514.140698232699	1128.9452499207841	3990.9221278492164	917.6003754312214	11795.654181738995
2016-04-14	2245.2474684682693	3548.0349344978167	1134.7913415486976	3973.448192027511	885.9991299478198	11787.521066490115
2016-04-15	2200.1822873439255	3577.413749742793	1116.2787180603389	4021.5015155371843	903.9619431699684	11819.33821385421
2016-04-18	2152.7136298927794	3631.484487528293	1118.2274152696434	4002.7794414425225	914.6065732275442	11819.811547360781
2016-04-19	2141.2971173411906	3588.9023525915086	1130.2443813936422	4004.651648851989	956.3534817345501	11821.44898191288
2016-04-20	2145.7034906067197	3617.995381695969	1098.7404431766668	4002.155372306077	944.8772399537447	11809.471927739178
2016-04-21	2122.46988611588	3606.6210933034595	1083.475648370471	3982.1851599383963	957.8503828363971	11752.602170564605
2016-04-22	2116.661484993221	3546.60600379524	1107.1847977502969	3993.418404395193	935.3968663087242	11699.267557242674
2016-04-25	2104.644103360036	3579.185623813988	1109.7830606960133	4004.651648851989	932.0704194157381	11730.334856137766
2016-04-26	2090.0229557063194	3525.91508722193	1124.398289765763	4019.6293081277186	954.6902582880571	11714.655899109788
2016-04-27	1959.2337855983217	3466.9859850476696	1148.1074391455547	4002.155372306077	968.495012893973	11544.977594991595
2016-04-28	1899.3471671262444	3440.865131804568	1141.9365646494696	3922.8985919719266	1001.5931594792219	11406.64061503143
2016-04-29	1877.5155904926164	3770.033608450125	1139.6630845719246	3851.13064127564	1041.5105221950887	11679.853446985395
